"","Course.Id","Title","Description","Credits","Learning.Goals","Distribution.Requirements","CO","CW","G","L","Q","A","FS","H","NS","SS","X3.3.4.3.Early.Assurance.Program.with.the.Drexel.University.Thomas.Kline.School.of.Law","X4.4.Admissions.Early.Interview.Program.with.the.New.York.Institute.of.Technology.College.of","Anthropology..B.A.","Anthropology..Environmental.Anthropology.Concentration..B.A.","Art.History..B.A.","Art..Studio.Art..B.A.","Biology..B.A.","Chemistry..B.A.","Communications..B.A.","Communications..B.A...Digital.Production.and.Cinema.Studies.Concentration","Communications..B.A...Journalism.and.Public.Relations.Concentration","Communications..B.A...Media.Studies.Concentration","Economics..B.A.","English..Creative.Writing.Track..B.A.","English..Literature.Track..B.A.","Environmental.Studies..B.A.","Fine.Arts..B.A.","French..B.A.","History..B.A.","Interdisciplinary.Studies..B.A.","International.Studies..Business.Track..B.A.","International.Studies..Political.Science.Track..B.A.","Latin.American.Studies..B.A.","Liberal.Studies..B.A.","Literature..B.A.","Mathematics..B.A.","Philosophy..B.A.","Physics..B.A.","Political.Science..B.A.","Psychology..B.A.","Social.Science..Psychology.and.Human.Service.Professions.Concentration..B.A.","Social.Science..Social.Cultural.Studies.Concentration..B.A.","Sociology..B.A.","Spanish..B.A.","X4.4.Early.Acceptance.Program..EAP..with.the.LECOM.School.of.Dental.Medicine","Dentistry..B.A..B.S..D.D.S...NYU.","General.Education...Core.Requirements","Law..B.A..B.S..J.D...Albany.","Medicine..B.A..B.S..D.O...Lake.Erie.College.of.Osteopathic.Medicine...LECOM.","Medicine..B.A..B.S..D.O...Philadelphia.College.of.Osteopathic.Medicine...PCOM..","Medicine..B.A..B.S..D.O...NEW.YORK.INSTITUTE.OF.TECHNOLOGY.COLLEGE.OF.OSTEOPATHIC.MEDICINE.NYITCOM.","Optometry..B.S..O.D...SUNY.College.of.Optometry.","Pre.Engineering..B.A..B.S..M.S...Columbia.","Scholar.Teacher.Education.Program..STEP...Teaching.English.to.Speakers.of.Other.Languages..TESOL..5.Year.B.A..M.A..or.B.S..M.A.","The.4.4.Collaborative.Affiliation.Agreement.with.the.Buffalo.School.of.Pharmacy.and.Pharmaceutical.Sciences","The.Scholar.Teacher.Education.Program..STEP...B.A..or.B.S.M.A.","Veterinary.Medicine..B.A..or.B.S..D.V.M...Ross.University.School.of.Veterinary.Medicine.","Accounting..B.B.A.","Management..B.B.A.","Management..Finance.Specialization..B.B.A.","Management..Human.Resource.Management.Specialization..B.B.A.","Management..Management.Information.Systems.Specialization..B.B.A.","Management..Marketing.Specialization..B.B.A.","Accounting.Five.Year.B.B.A..M.B.A.","Art.and.Design.Education..B.F.A.","Art.Education..Pre.K.12...B.F.A.","Art..Studio.Art..B.F.A.","Art..Studio.Art..Graphic.Design.Concentration..B.F.A.","Dance..B.F.A.","Theatre.Arts..Acting..B.F.A.","Theatre.Arts..Design.Technology..B.F.A.","Accelerated.Nursing.Program..leading.to.the.B.S..in.Nursing","Biochemistry..B.S.","Biology..B.S.","Business..B.S...through.College.of.Professional.and.Continuing.Studies.","Chemistry..B.S.","Communication.Sciences.and.Disorders..B.S.","Computer.and.Management.Information.Systems..B.S.","Computer.and.Management.Information.Systems..Game.Development.Concentration..B.S.","Computer.and.Management.Information.Systems..Information.Security.Concentration..B.S.","Computer.Science.B.S.","Criminal.Justice..B.S.","Emergency.Services.Administration..B.S.","Exercise.Science..B.S.","Finance..B.S.","Interdisciplinary.Studies..B.S.","Marketing..B.S.","Mathematics..B.S.","Music.Education..B.S.","Music..B.S.","Music..Composition.Concentration..B.S.","Music..Vocal.Performance.Concentration..B.S.","Natural.Sciences..B.S.","Neuroscience..B.S....Cognitive.Neuroscience.Concentration","Neuroscience..B.S....Molecular.Neuroscience.Concentration","Nursing..B.S.","Nursing..R.N..to.B.S.","Physical.Activity.Studies..B.S.","Physical.Education.and.Health.Education..B.S.","Physical.Education..Teaching..B.S.","Physical.Therapy..B.S..D.P.T...New.York.Institute.of.Technology.","Physical.Therapy..B.S..D.P.T...New.York.Medical.College.","Physics..B.S.","Podiatry..B.S..D.P.M..New.York.College.of.Podiatric.Medicine...NYCPM..","Sport.Management..B.S.","ANSWER.Program.Leading.to.Bachelor.of.Social.Work..B.S.W.","Social.Work..B.S.W.","Social.Work..Child.and.Family.Studies.Concentration..B.S.W."
"38","0172-122","Level IV Spanish 
Students who failed to receive a C- in level III cannot continue in to the next level, Level IV",,"3","G,CO","",1,0,1,0,0,0,0,0,0,0,5,5,2,4,5,5,1,3,4,2,5,2,3,2,2,5,4,2,5,3,3,3,4,3,3,2,2,5,3,1,4,5,5,4,1,1,2,2,5,2,4,2,2,5,3,4,2,2,2,2,5,5,4,2,3,4,5,3,2,1,4,1,5,3,4,2,4,1,4,5,1,4,1,3,5,2,1,4,4,3,1,2,3,1,5,3,4,1,3,1,2,3,5,4,5,4,4,4
"39","0172-231","Spanish Cross-Cultural Concepts 
Prerequisite: SPA 122 or equivalent",,"3","G,CO","H",1,0,1,0,0,0,0,1,0,0,2,2,3,1,5,3,4,5,4,2,2,5,1,1,5,1,2,3,1,1,2,1,1,1,2,1,4,5,2,4,2,2,4,3,2,2,3,5,2,4,2,5,2,3,5,5,2,4,4,4,1,1,3,1,5,4,3,1,3,4,3,3,5,2,4,2,5,3,3,3,5,5,3,4,2,2,4,1,3,3,4,3,5,4,2,1,3,1,3,4,5,5,1,3,4,3,3,5
"40","0172-246","Spain Today",,"3","G,CO","H",1,0,1,0,0,0,0,1,0,0,4,1,1,5,2,1,1,2,4,5,5,3,5,3,3,4,1,1,4,3,2,2,2,3,3,3,3,5,4,1,1,4,4,2,4,4,3,3,2,3,5,2,4,5,4,4,4,2,5,2,5,5,2,5,2,3,1,1,5,2,2,3,2,2,3,5,1,2,3,1,5,4,1,1,4,3,3,3,4,4,5,4,3,3,3,2,2,3,3,5,3,5,5,2,3,1,2,2
"41","0172-248","Trends and Tendencies in Hispanic America",,"3","G,CO","H",1,0,1,0,0,0,0,1,0,0,2,5,3,1,1,2,5,1,3,2,2,5,5,2,4,4,4,5,2,5,5,4,1,3,2,3,5,1,3,4,5,5,4,5,2,1,5,3,1,3,1,1,3,2,4,1,4,2,2,5,1,3,1,3,4,5,3,1,5,1,3,5,5,4,1,2,1,5,3,4,4,4,2,1,1,5,3,4,3,3,4,2,1,1,5,1,5,3,1,1,3,1,3,5,3,5,2,2
"42","0172-251","Advanced Spanish Conversation",,"3","CO","",1,0,0,0,0,0,0,0,0,0,2,5,4,2,1,4,4,2,5,5,3,3,1,4,5,2,1,1,2,2,2,3,1,4,2,3,3,5,2,1,4,2,1,2,4,2,2,2,5,3,3,4,5,4,3,2,5,2,2,3,1,5,1,1,2,5,3,1,5,4,3,4,5,2,4,3,3,3,4,1,2,2,3,3,2,5,4,5,4,1,1,2,3,5,2,5,1,5,4,1,1,4,1,2,3,5,4,1
"43","0172-263","Spanish for the Professional World",,"3","CO","",1,0,0,0,0,0,0,0,0,0,2,5,3,4,5,2,2,5,1,1,2,1,1,5,4,1,4,5,5,1,5,4,4,1,5,2,2,4,3,3,3,1,5,4,1,5,1,5,4,2,3,5,1,1,2,2,5,5,1,2,3,2,5,5,1,5,4,2,3,2,4,5,3,5,3,4,4,3,4,5,5,2,4,2,3,5,1,3,2,4,4,2,5,1,1,1,3,4,4,1,3,5,2,3,2,2,1,2
"44","0172-264","Introduction to International Business Spanish II",,"3","CO","",1,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,5,5,4,1,3,3,4,3,1,2,5,1,4,5,4,3,4,1,1,4,2,5,2,2,4,3,3,5,3,4,3,1,3,2,2,4,3,4,1,2,1,4,2,3,5,4,3,5,3,5,2,5,2,4,5,1,3,2,2,5,4,2,3,4,2,1,4,4,1,3,4,4,1,5,3,2,1,1,4,1,3,3,2,2,4,1,1,4,4,3,1,5
"45","0172-310","Strategies in Spanish Oral Communication 
At least 12 credits in Spanish courses required for the Major",,"3","CO","",1,0,0,0,0,0,0,0,0,0,2,4,3,2,4,1,3,3,5,5,1,3,3,1,5,5,2,4,1,5,1,5,5,1,2,1,5,1,1,4,2,2,4,5,4,4,4,3,4,1,1,5,2,1,5,5,5,5,3,2,2,5,1,1,4,2,3,3,3,3,2,4,4,2,3,4,1,4,1,4,4,2,1,2,1,2,2,5,5,3,2,5,5,1,3,5,2,3,5,1,5,5,1,1,1,2,5,3
"46","0192-100","Introduction To Stanislavsky 

For majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,3,2,3,1,4,2,3,4,1,2,4,1,1,3,1,3,5,2,3,2,1,1,3,4,2,4,1,1,3,4,4,4,5,4,3,1,5,1,1,1,1,5,3,2,3,2,5,2,1,5,1,4,1,2,5,4,3,2,1,3,4,5,1,4,3,3,5,1,1,1,1,3,3,5,3,1,5,4,1,4,5,3,5,1,2,2,3,4,2,5,2,5,3,2,1,3,2,5
"47","0192-108","Beginning Acting 

For non-majors only.",,"3","CO","A",1,0,0,0,0,1,0,0,0,0,4,5,4,2,1,2,2,5,1,5,5,2,1,2,2,2,2,4,2,1,3,1,2,5,4,2,3,4,1,3,4,2,1,4,5,3,1,4,5,5,5,3,2,3,4,4,5,2,5,1,3,2,2,4,5,2,1,1,1,3,3,3,5,3,3,3,5,5,3,5,5,3,2,3,2,3,3,1,4,3,4,5,5,2,2,3,1,4,5,2,1,3,3,3,3,4,5,5
"48","0192-109","Dramatics 

For non-majors only.",,"3","CO","A",1,0,0,0,0,1,0,0,0,0,3,1,5,2,5,3,4,1,1,2,1,3,4,5,3,1,4,3,4,4,2,1,5,3,3,1,5,5,4,2,2,1,3,5,3,1,1,2,3,2,1,3,5,5,2,3,3,5,4,5,1,1,5,1,5,2,3,5,1,5,4,1,2,2,5,4,2,3,5,1,1,4,2,1,2,2,5,1,5,4,3,2,5,5,4,2,3,4,5,5,3,3,1,4,1,4,5,1
"49","0192-130","Mechanics of Voice Production 

For majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,4,3,3,5,2,2,4,4,5,5,2,1,5,2,2,1,5,4,3,2,1,3,4,5,1,5,5,5,1,2,2,4,5,5,2,4,1,3,3,1,5,2,1,2,1,1,5,4,3,5,2,5,3,2,2,5,2,1,2,2,3,1,1,4,4,1,4,5,5,3,3,5,2,2,4,1,3,1,3,2,2,4,4,1,4,4,1,1,4,5,3,2,1,2,2,3,2,2
"50","0192-150","Introduction To Scene Study 
Majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,3,5,4,5,5,1,5,1,5,4,2,2,2,1,2,2,4,2,2,2,2,2,4,5,1,4,5,4,3,3,1,5,5,2,3,5,2,4,5,3,5,5,5,4,3,2,4,3,1,2,1,2,2,1,5,1,5,5,2,4,4,4,3,1,5,2,2,4,2,5,2,4,1,2,3,5,5,4,4,1,3,2,5,2,1,2,4,2,4,2,2,2,1,4,2,2,5,3
"51","0192-180","Vocal Production 
Majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,3,4,4,5,2,2,2,4,3,1,3,5,3,1,3,5,2,1,2,5,1,5,3,2,4,1,2,4,1,4,1,4,2,2,1,5,4,2,1,4,4,3,4,4,4,3,2,2,1,3,2,1,1,5,4,1,2,1,2,2,3,1,2,1,1,5,3,3,5,5,1,5,2,4,4,1,4,5,4,5,3,5,1,5,3,1,3,2,1,4,5,3,1,1,2,3,5,3
"52","0192-200","Text Analysis 

For majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,2,5,1,3,5,5,1,1,2,2,4,5,3,2,4,2,3,3,4,2,2,3,2,4,5,3,5,2,1,2,1,2,3,4,4,4,4,2,5,4,5,3,4,4,2,4,2,2,4,1,5,4,2,5,4,1,2,4,1,2,1,5,2,4,3,5,4,4,4,4,2,5,4,4,1,4,4,3,5,1,1,3,5,3,3,5,5,3,5,3,2,4,4,5,1,3,1,5
"53","0192-225","Performing Stand-Up Comedy
Open to Majors and Non-Majors",,"3","CO","A",1,0,0,0,0,1,0,0,0,0,4,5,1,3,3,2,5,1,2,1,1,1,3,3,4,4,1,3,3,3,1,1,2,3,3,5,3,2,4,3,1,4,4,4,3,2,5,1,5,3,2,5,5,5,5,2,4,5,5,5,5,4,1,4,2,1,3,2,5,4,2,5,1,3,3,5,4,4,2,1,1,5,1,2,3,2,1,3,1,1,3,3,5,3,4,1,4,4,5,5,2,3,4,2,1,4,5,3
"54","0192-230","Diction Erasing Local Accents 

For majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,1,3,2,1,2,5,2,5,1,4,1,4,1,5,2,4,5,1,4,4,1,3,1,1,2,2,5,4,1,5,3,2,4,2,3,4,3,4,1,1,2,5,1,5,2,2,3,3,5,4,2,5,3,2,5,2,4,3,1,2,2,5,2,1,5,4,3,3,5,2,3,5,4,2,2,3,4,5,3,3,2,1,5,3,2,2,5,5,1,4,3,1,5,4,5,5,5,3
"55","0192-250","Intermediate Scene Study 
Majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,3,1,1,4,3,3,2,4,3,3,2,3,1,5,1,1,5,1,5,2,3,1,1,1,5,3,5,2,2,1,3,5,4,5,3,3,1,3,4,5,4,1,1,1,3,4,3,1,5,3,1,4,5,3,1,5,5,2,1,5,2,1,2,5,2,3,3,5,3,2,5,1,4,3,3,1,5,3,4,2,3,1,1,1,5,4,2,1,5,5,1,5,5,3,2,3,4,5
"56","0192-280","Diction Projection-Working with the Accentless Voice 
Majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,3,3,1,3,5,5,2,1,4,3,4,1,1,5,3,5,4,2,5,2,3,2,3,1,2,1,2,4,1,1,2,2,2,5,3,3,5,3,5,5,4,3,2,1,2,2,3,2,3,3,4,4,3,5,5,4,3,1,2,3,5,4,3,3,1,4,3,3,2,5,2,4,1,5,2,4,4,2,5,4,1,2,3,5,5,4,1,5,5,1,4,4,3,4,4,1,1,1
"57","0192-304","Performing Verse Drama

For majors only",,"3","CO","A",1,0,0,0,0,1,0,0,0,0,2,4,4,1,1,1,2,2,4,2,3,3,4,4,5,3,1,1,2,1,3,2,2,5,4,3,3,2,1,5,5,5,5,5,5,1,3,5,1,1,2,1,4,3,5,5,2,3,1,1,3,2,1,5,1,3,1,1,4,1,1,3,3,2,1,1,4,1,1,3,5,1,5,4,5,5,2,4,5,1,1,5,1,2,3,1,5,1,4,4,4,4,1,3,5,5,3,2
"58","0192-354","Performing Shakespeare 
Majors only",,"3","CO","A",1,0,0,0,0,1,0,0,0,0,4,1,4,2,5,4,2,4,4,3,2,1,4,5,1,4,5,5,3,4,4,2,5,3,4,3,5,5,2,4,1,4,3,5,1,2,1,2,3,4,2,1,5,3,3,2,4,1,4,3,5,3,2,5,1,2,3,5,1,2,2,1,2,2,5,2,5,4,3,3,4,5,5,3,3,4,5,1,5,5,3,5,3,5,1,2,2,2,4,1,5,3,5,2,4,5,3,3
"59","0192-380","Stage Accents 
Majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,1,5,5,2,4,3,4,2,4,4,4,1,3,2,1,5,4,2,1,5,2,5,4,4,4,4,2,2,5,3,5,4,1,2,1,1,3,4,4,2,1,2,3,3,1,5,2,1,2,5,4,5,4,5,3,3,2,2,4,4,3,2,2,3,2,4,2,5,2,2,2,2,5,1,4,5,5,1,1,2,5,4,5,4,2,3,5,1,5,3,5,2,1,5,5,2,3,4
"60","0192-400","Auditioning 

For majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,3,2,2,2,3,1,5,3,2,4,1,1,2,2,2,3,3,2,5,4,4,2,2,3,4,1,1,5,2,1,4,4,1,4,1,3,1,3,4,5,5,1,2,1,5,5,4,5,1,1,3,4,3,1,2,5,2,2,5,1,3,5,1,4,2,4,4,2,3,3,1,2,1,1,2,1,4,5,2,3,2,5,4,2,2,1,4,4,3,1,4,1,4,2,3,3,2,5
"61","0192-402","The Solo Performance",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,2,4,5,5,1,1,3,4,4,5,1,4,1,4,1,3,3,1,2,5,3,2,3,2,2,1,5,3,5,3,3,2,2,3,1,4,4,1,4,2,3,5,4,2,3,2,4,4,2,5,4,5,1,4,1,1,4,4,1,5,3,3,5,1,2,3,1,4,5,1,3,3,2,1,4,5,2,4,1,5,5,5,5,4,5,5,2,4,1,3,1,2,2,5,4,1,4,2
"62","0192-450","Acting For The Camera 
Majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,2,1,5,5,2,4,2,1,2,5,1,4,1,1,4,4,5,5,1,1,5,4,1,4,2,4,3,3,2,3,4,5,2,5,3,3,3,4,3,5,2,3,1,4,1,4,4,4,2,4,5,2,5,3,2,4,3,1,4,2,1,3,5,5,4,4,4,4,5,3,1,1,4,5,5,1,1,4,5,1,3,2,2,1,1,4,4,3,5,2,5,5,5,2,5,4,1,3
"63","0192-481","Manhattan Production 
Majors only",,"2","CO","A",1,0,0,0,0,1,0,0,0,0,3,3,3,2,4,1,4,1,2,2,2,3,4,3,5,2,2,2,1,2,5,3,4,4,3,5,5,1,2,3,2,2,3,1,5,5,2,2,1,2,3,5,2,5,4,3,4,2,5,3,1,5,1,2,2,4,2,2,4,3,3,4,4,5,4,2,4,1,4,1,4,3,2,1,1,2,5,5,3,3,1,5,4,4,1,5,3,2,5,4,3,4,5,2,2,5,2,3
"64","0204-267","Business Communications 
For Students Matriculating Fall 2016 or later, this course can fulfill either CW or CO Learning Goal,but not both. ""Open to Sophmores,Juniors,Seniors Only"" For majors only",,"3","CW,CO","",1,1,0,0,0,0,0,0,0,0,3,3,4,1,2,3,3,2,4,3,5,3,4,1,4,3,4,1,2,4,3,1,3,3,4,5,1,5,4,1,2,4,4,2,3,2,2,1,1,3,1,4,3,1,1,1,3,3,5,2,1,5,4,1,1,4,2,3,5,4,3,1,4,5,1,3,4,2,1,4,4,4,2,2,5,5,1,1,4,5,3,2,3,3,3,5,4,5,3,5,4,1,3,4,3,4,1,2
"65","0302-309","Interdisciplinary Communication And Education

For majors only",,"3","CO","",1,0,0,0,0,0,0,0,0,0,4,5,2,3,2,4,4,3,5,5,3,4,1,5,3,2,5,1,2,2,3,4,5,2,3,5,5,3,4,5,3,1,4,1,3,5,2,5,3,2,1,2,1,5,2,4,2,5,3,4,2,1,3,1,4,5,5,2,2,1,4,5,5,4,5,4,2,4,3,4,4,3,5,1,2,5,5,2,1,4,2,4,4,3,5,4,1,5,3,5,3,4,3,3,5,5,2,1
"66","0803-410","Instruction and Assessment in the Visual Arts
To be taken in semester prior to student teaching. 50 Hours Field-Work Students must post a completed fieldwork log to Moodle",,"3","CO","",1,0,0,0,0,0,0,0,0,0,4,4,1,1,5,4,2,4,1,5,3,1,5,1,2,5,1,3,4,2,4,5,1,2,2,2,4,3,4,1,1,2,4,3,1,4,4,1,1,5,2,5,2,5,3,4,2,4,1,1,3,4,5,2,1,1,1,5,5,1,4,1,1,3,5,4,3,3,5,4,4,3,1,2,2,3,1,5,3,1,5,2,3,2,2,5,5,5,1,3,1,5,1,2,5,3,4,2
"67","0803-510","Instruction and Assessment in The Visual Arts
50 hours of Fieldwork required",,"3","CO","",1,0,0,0,0,0,0,0,0,0,5,5,1,2,3,5,5,4,2,2,5,5,4,2,5,2,2,2,5,4,5,5,1,3,3,4,1,4,5,2,4,4,4,2,5,3,3,1,4,2,1,4,2,5,5,1,3,4,2,4,4,4,1,4,3,1,1,3,2,2,5,4,2,3,5,2,1,4,2,2,3,4,4,1,5,3,5,1,1,3,3,3,1,1,2,3,1,3,5,4,3,1,1,1,2,5,4,4
"68","0811-103","Writing & Rhetoric",,"4","CW,CO","",1,1,0,0,0,0,0,0,0,0,2,3,3,1,2,1,1,3,3,1,2,1,2,2,1,4,2,3,5,1,1,2,2,1,1,4,4,4,5,2,4,5,1,5,3,2,4,3,1,2,5,1,1,5,2,1,1,1,3,3,3,2,3,3,2,1,2,3,3,3,2,4,4,1,2,3,1,3,3,3,3,3,5,3,3,3,3,5,5,2,4,2,3,2,1,2,1,4,1,2,2,4,4,5,1,2,1,1
"69","0876-110","Oral Communication in the Professional World",,"3","CO","",1,0,0,0,0,0,0,0,0,0,2,3,2,3,4,3,4,4,3,2,4,3,4,2,5,5,2,2,2,5,4,1,3,2,1,5,1,4,2,4,2,2,4,4,4,5,4,5,2,5,1,2,3,4,5,1,5,4,1,1,4,5,4,4,3,2,3,5,4,5,5,4,3,3,5,1,2,2,5,1,2,2,3,2,2,3,2,4,2,2,4,5,1,1,2,4,2,4,2,5,3,2,2,5,3,5,1,2
"70","0876-112","Public Speaking",,"3","CO","",1,0,0,0,0,0,0,0,0,0,3,1,5,5,4,5,3,3,3,5,4,1,1,5,4,2,3,1,5,3,1,4,3,1,1,1,2,4,3,3,3,5,4,2,5,5,2,1,2,5,4,2,4,3,4,3,4,2,2,5,2,2,4,1,4,1,5,3,4,2,2,1,4,4,1,3,5,5,3,3,1,3,4,5,1,1,1,2,3,5,1,5,1,5,2,3,4,4,1,2,2,1,5,2,2,4,2,3
"71","0083-102","Modern Condition II",,"4","CW","SS",0,1,0,0,0,0,0,0,0,1,3,4,2,4,3,3,2,1,1,2,4,3,4,1,3,1,4,5,4,5,5,3,2,3,5,2,3,5,3,5,2,2,5,3,2,4,5,5,4,4,1,4,4,1,4,5,3,3,4,4,5,1,2,4,3,4,1,1,3,2,5,3,2,4,1,1,4,4,5,2,1,2,5,3,5,4,1,5,5,2,3,2,1,1,1,2,3,5,5,1,3,2,2,1,3,1,2,3
"72","0103-223","Archaeology of New World",,"3","CW,G","SS",0,1,1,0,0,0,0,0,0,1,4,2,5,3,4,5,4,5,3,3,3,3,3,3,1,4,2,3,4,3,2,1,2,3,2,1,1,4,1,5,1,2,4,3,4,1,5,1,5,1,3,2,1,5,3,1,1,5,4,4,2,1,3,1,3,3,5,2,2,1,4,4,1,2,5,4,4,2,4,1,1,1,5,2,2,4,4,3,1,2,5,2,1,5,3,1,5,5,1,3,3,3,5,5,2,4,1,5
"73","0103-227","Peoples of the North",,"3","CW,G","SS",0,1,1,0,0,0,0,0,0,1,4,4,1,3,3,1,1,3,4,4,2,3,1,2,4,1,4,5,1,3,3,3,4,5,1,5,5,5,1,5,3,3,5,5,2,1,1,3,5,3,2,5,4,3,4,1,2,3,1,1,2,1,2,1,4,4,4,3,1,2,5,2,1,3,3,1,5,1,2,2,5,4,5,1,5,1,5,4,2,3,4,4,2,1,1,3,4,5,3,4,4,5,5,5,2,2,1,4
"74","0105-423","Physiological and Molecular Aspects of Nutrition
Meets Capstone Experience requirements if taken during last 2 semesters. Open to juniors and seniors. Students may not get additional credit for Nursing 265 Capstone Course",,"3","CW","",0,1,0,0,0,0,0,0,0,0,1,3,2,5,3,4,3,2,3,5,2,2,3,4,2,2,2,2,4,5,2,2,2,4,3,4,4,5,5,2,4,3,2,3,4,1,1,5,2,3,5,4,5,2,4,3,1,3,2,4,1,5,5,5,3,2,4,4,5,3,5,4,3,3,1,1,4,2,1,3,4,2,5,2,4,1,1,2,1,4,2,1,4,3,1,3,4,3,2,3,5,2,2,2,5,4,2,1
"75","0105-438","Microbial Ecology-Capstone
Students must have completed 20 credits of coursework in Biology in order to register for this class Students must have completed 20 credits of courseworküin Biology in order to register for this class Students must have completed 20 credits of coursework inüBiology on order to register for this class",,"4","L,CW","",0,1,0,1,0,0,0,0,0,0,2,5,5,2,3,3,4,4,3,2,3,4,2,2,3,3,1,5,3,5,4,3,3,3,2,1,2,4,4,3,2,4,5,4,2,4,4,3,3,1,5,1,3,2,4,3,1,3,5,4,1,1,2,3,1,4,1,4,3,1,2,1,1,2,4,4,2,1,3,3,4,2,2,5,4,1,2,5,4,5,2,5,5,1,2,3,2,1,1,1,2,5,4,2,5,1,3,3
"76","0105-465","Cell Biology II: Advanced Topics
Prerequisite:Permission of the instructor, or one of the following:BIO 365,BIO 304,BIO 504,CHE 471,CHE 472 Capstone Course",,"3","CW","",0,1,0,0,0,0,0,0,0,0,4,5,2,2,4,2,5,1,3,1,4,2,3,2,2,4,2,5,3,4,2,1,1,4,5,1,2,5,1,3,3,5,4,1,5,1,1,2,1,5,4,5,4,2,2,3,1,1,5,2,1,2,2,1,1,1,4,5,1,1,3,4,2,3,5,4,5,3,3,5,2,3,3,4,5,1,4,2,1,4,3,4,2,4,5,4,4,4,5,1,4,4,5,3,5,2,3,1
"77","0105-475","Senior Seminar: Topics in Biology-Capstone
Meets Capsone requirements if taken during either of the last two semesters of a student's baccalaureate degree program.Students must have taken 20 credits in Biology to register Capstone Course",,"3","CW","",0,1,0,0,0,0,0,0,0,0,2,3,5,5,3,5,4,5,4,5,4,1,4,5,5,2,1,5,3,2,4,1,5,5,4,3,2,2,1,1,4,1,2,2,2,2,4,3,3,2,2,3,2,2,5,3,4,4,4,2,4,3,1,2,2,3,1,5,5,5,1,1,3,2,2,2,5,3,4,5,4,3,3,5,2,3,2,3,5,2,3,3,1,3,5,1,1,2,5,1,2,4,4,5,1,4,1,4
"78","0105-499","Guided Research: Capstone Experience 
Pre-requisite: A total of 22 completed biology credits in Biology. See advisor for restrictions on credits",,"3","CW","",0,1,0,0,0,0,0,0,0,0,3,4,2,1,3,4,2,1,2,2,3,2,3,1,3,1,3,3,4,1,4,2,5,3,5,2,1,4,5,1,3,5,5,2,2,3,5,3,3,2,3,3,1,5,5,3,4,4,4,1,2,1,1,1,3,4,2,1,5,2,5,4,4,2,1,5,1,3,5,4,5,1,2,1,3,1,5,1,1,3,2,5,2,5,2,1,4,3,2,1,1,2,2,4,1,4,1,1
"79","0105-516","Behavioral Ecology
Pre-requisites or equivalent and one additional Biology coures, or Permission of Instructor",,"4","CW","",0,1,0,0,0,0,0,0,0,0,2,1,4,1,1,5,2,2,1,2,4,5,2,4,4,5,3,4,5,4,1,5,1,5,1,5,4,4,5,5,4,3,4,3,3,4,4,4,5,3,5,1,1,1,4,4,5,3,2,2,2,3,5,3,3,1,1,4,3,2,5,5,4,2,4,1,5,1,5,2,3,5,1,3,1,1,2,4,1,2,5,5,3,1,4,2,3,5,1,4,1,5,4,2,5,5,5,3
"80","0108-207","Press and Society",,"3","CW","",0,1,0,0,0,0,0,0,0,0,1,4,1,3,1,2,1,1,5,5,3,3,5,2,4,4,1,5,2,4,1,5,5,2,2,5,1,5,3,4,3,2,4,3,3,2,2,2,4,3,5,5,2,2,5,1,1,5,1,5,3,2,3,3,4,4,2,3,2,2,1,5,3,2,3,5,5,4,2,3,3,2,5,2,3,2,5,3,1,2,1,5,3,3,4,3,5,2,3,5,5,3,2,2,5,3,2,1
"81","0108-208","Newswriting I",,"3","CW","",0,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,4,5,2,4,4,3,3,4,4,1,4,1,4,5,1,2,5,4,4,5,4,1,1,3,5,5,1,4,2,2,2,3,5,1,3,3,1,1,4,5,3,5,5,1,3,4,4,4,4,5,5,4,3,4,2,2,4,2,2,5,3,4,3,4,2,4,3,2,2,1,3,4,5,3,5,2,2,4,4,2,2,2,3,4,1,4,4,1,3,4,1
"82","0108-209","Newswriting I I",,"3","CW","",0,1,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,4,1,2,1,5,5,1,5,2,2,4,1,3,3,5,5,2,1,3,1,5,4,1,3,4,1,3,2,5,5,1,4,4,4,1,3,4,3,4,2,2,3,1,4,3,5,2,4,2,5,4,2,3,2,3,5,5,5,5,5,5,5,4,4,3,4,5,2,1,2,5,5,1,5,1,3,4,4,2,1,2,4,4,4,3,5,1,3,1,3,5
